Unnamed: 0,Label,clean_text,String,encoded_label
1190,Bullying,saya tidak suka sama ni orang idupnya kebanyakan ribut,Gue gak suka sm ni orang. Idupnya kebanyakan ribut.,1.0
1191,Bullying,yang nama nya plagiat ya plagiat laku tetapi tetap saja ciptaan dari hasil plagiat wkwkwkwk saya mah ogah dwngerin saja sudah ingin muntah,"Yg nama ny plagiat ya plagiat, walaupun laku tp tetep ajah ciptaan dri hasil plagiat..wkwkwkwk gua mah ogah dwngerin ajah udh pngen muntah",1.0
1192,Bullying,dasar plagiat tidak kreatip memalukab sangat,"Dasar plagiat semuanya, ga bisa kreatip.memalukab bgt",1.0
1193,Bullying,begonya bilang apanya yaaa liriknya saja percintaan begitu lagu benar-benar tolol si ayu tidak punya kuping y orang yang dipermasalahin nadanya,"Dan dengan begonya dia bilang ""apanya yang sama yaaa liriknya aja tentang percintaan gitu kok lagu saya"" bener2 tolol si ayu. Gapunya kuping apa y orang yg dipermasalahin nadanya ????????",1.0
1194,Bullying,pacarnya anggel pietrs kali cowok bocah username yaelah jes terxta kelakuan mu saja seperti ayuting2 hidupmu penuh drama murahan,Itu pacarnya anggel pietrs kali.... dan cowok itu juga masih bocah....  <USERNAME> yaelah jes.. terxta kelakuan mu sama aja sprti ayuting2 Hidupmu penuh dengan drama MURAHAN,1.0
1195,Bullying,japok gateeel memang sudah main si mamad sampai si jessica dimusuhin deddy corbuzier saja jijik si japok semenjak nagita diundang hitam putih nagita cerita panggung saja sih saya,"japok gateeel emang,uda jelas dia ada main sama si mamad,sampe"" si jessica dimusuhin,deddy corbuzier aja jijik sama si japok semenjak nagita diundang di hitam putih berarti nagita cerita di belakang panggung,itu aja sih menurut gue",1.0
1196,Bullying,username memalukan buk bicara pelakor memang ibuk sudah pelakor ya tahu ayu pelakor wkwkwkwkwk awas rumah tangga yang dimasukin pelakor anaknya pelakor,<USERNAME> lebih memalukan anda buk ...ngomong pelakor emang ibuk udah pernah jadi pelakor ya kok bisa tau ayu pelakor wkwkwkwkwk. ..awas ibu nanti malah justru rumah tangga ibu yg dimasukin pelakor atau anaknya nanti jadi pelakor ..,1.0
1197,Bullying,kerdus mulutnya busuk sampah makanannya,Wah itu Kerdus mulutnya busuk...jangan jangan sampah makanannya,1.0
1198,Bullying,username tai kamu gedein bagus pupuk jangan bacot kamu goblok nih cewek kenapa bawa2 suku,<USERNAME> TAI loe di gedein bagus buat pupuk jngan bacot loe goblok !!! nih cewek knpa bawa2 suku ?,1.0
1199,Bullying,kamu artis papan blenyek saja belagu artis tidak populer sekalu hahaha,LAH ELO ARTIS APAAN? PAPAN BLENYEK AJA BELAGU AMAT ARTIS APAAN KGA POPULER SAMA SEKALU HAHAHA,1.0
1200,Bullying,anang muka nya kaya babiii begitu saja demenin jijikk,ANANG MUKA NYA KAYA BABIII GITU AJA DI DEMENIN JIJIKK,1.0
1201,Bullying,tidak suka ayu ting ting tidak separah ngejudge nya hati otak manusia kekurangan kelebihan perasaan seenak nya menjudge orang kaya sudah sempurna saja kamu username,"Kalau ga suka sama ayu ting ting ga usah separah itu dong ngejudge nya. Punya HATI dan OTAK kan? Dia juga manusia punya kekurangan dan juga punya kelebihan dan dia juga punya perasaan. Jadi jangan seenak nya menjudge orang seperti itu, kaya udah SEMPURNA AJA LO!  <USERNAME>",1.0
1202,Bullying,tidak pantes dipanggil ustad orang munafik ceramah orang kelakuan sndr saja menzolimi istri sah nya dengan poligami diam2 kacian istri pertamanya tidak tahu malu istri aduh kalau yang masih panggil buat ceramah namanya bodo,"Ga pantes dipanggil ustad..org munafik ceramah sana sini org kelakuan sndr aja menzolimi istri sah nya dgn poligami diam2.kacian istri pertamanya,ga tw malu istri keduanya.. hadeh klo ada yg msh manggil dia bwt ceramah namanya bodo..",1.0
1203,Bullying,biadab kalau anak kamu bully saya mampusin ya,Biadab!! Klo nanti anak lo di bully.. Gue mampusin ya!!!,1.0
1204,Bullying,dasar anjing tuh cowok orang berani cowok one by one yang lemah dasar yah cowok2 jaman sekarang casing saja cowok nyali nya lebih2 banci,"Dasar ANJING tuh cowok bukan org, berani sama cowok biasa one by one jangan sama yg lemah, dasar yah cowok2 jaman skrg, casing doank cowok, nyali nya lebih2 dari banci",1.0
1205,Bullying,username iya kasihan si micin perusahan produk micin mengiklan kalau masak tambahkan micin biar sedap netizen menyudutkan mecin kebodohan orang yang gangguan jiwa ngemil micin justiceformicin,"<USERNAME> iya kasian si micin?? padahal perusahan produk micin mengiklan kan kalo masak ""tambahkan micin biar tambah sedap"" netizen menyudutkan mecin seolah semua kebodohan orang yg punya gangguan jiwa ngemil micin??#justiceformicin",1.0
1206,Bullying,wahh jngn2 vidio bajunya norak bngtt ayuu murahaan,Wahh jngn2 ini Vidio lama...kok bajunya norak bngtt seorang ayuu...terlihat murahaan,1.0
1207,Bullying,username bodoh kamu ya,<USERNAME> bego lo ya,1.0
1208,Bullying,editan sekali ya ampun si mommy lambe kehabisan gosib ya si pelakor,Editan banget itu. Ya ampun si mommy lambe kehabisan gosib ya buat si pelakor ?????????,1.0
1209,Bullying,yah admin nya golongan pengonsumsi mecin pil pcc otak kamu rusak min,yah admin nya termasuk golongan pengonsumsi mecin dan pil pcc.. otak lu rusak min?,1.0
1210,Bullying,orang govlok yang prcya ayu slgkuh sma rafi buktinya rafi sma gigi sekarang baek2 saja ktamu ayu pelakor suami yang di rebut woyy sekarang ayu suami fikir pakai otak makanya jangan kbanyakan micin jadi govlok,cuma org govlok yg prcya ayu slgkuh sma rafi.buktinya rafi sma gigi skrg baek2 aja..dan ktamu ayu itu pelakor?? SUAMI Siapa yg d rebut woyy?? skrg ayu punya suami?? fikir pke otak mkanya jgn kbanyakan micin kan jdi govlok,1.0
1211,Bullying,username hoy barisan sakit hati jijikk sekali fans billy mah alhamdulillah sangat billy putus manusiaa buluk ituu yang ditunggu lama2 akhiry putus kobil juga jijik ni orang v,<USERNAME> hoy barisan sakit hati ?? jijikk banget.. fans billy mah ALHAMDULILLAH bgt billy putus sama manusiaa buluk ituu... itu yg ditunggu lama2 akhiry putus juga.. dan sekarang kobil jg jijik sama ni orang :v,1.0
1212,Bullying,mba username kamu tidak merasa cinlok babang anthony ketemu di mana sih sinet boy alah ngaku ajaaa mba dumang cinlok sok2 bilang tidak cinlok namanya pembodohan wajar netizen bilang ratu cinlok kenyataan memang ya marah resiko artis hahahhaa pinter2 ya mba cari alasan hahahahaha,"MBA  <USERNAME> KALAU lu GAK NGERASA CINLOK SAMA BABANG ANTHONY TERUS KALIAN AWALNYA KETEMU DIMANA SIH? DI SINET BOY KAN? ALAH NGAKU AJAAA. BERARTI KAN MBA DUMANG CINLOK, JANGAN SOK2 BILANG GAK CINLOK ITU NAMANYA PEMBODOHAN . WAJAR DONG NETIZEN BILANG RATU CINLOK KENYATAAN EMANG YA KAN? JANGAN MARAH .... RESIKO JADI ARTIS HAHAHHAA PINTER2 YA MBA KALAU MAU CARI ALASAN HAHAHAHAHA",1.0
1213,Bullying,username noh urus itu kuin kamu biar tidak gatal nempel2 ama laki orang masyarakat sudah tahu kali japok gundik janda gatal sudah kenyataan nya begtu anak sholehah agama nya kuat mata kuliah agama cuma dapat 1 agama nya kuat tetapi hamil,"<USERNAME> Noh urus tu kuin lu, biar ga gatel nempel2 ama laki orng, masyarakat udh tau kali japok gundik janda gatel,udh kenyataan nya begtu KATANYA ANAK SHOLEHAH AGAMA NYA KUAT TAPI MATA KULIAH AGAMA CMA DPT 1,KATANYA AGAMA NYA KUAT TPI HAMIL DI LUAR",1.0
1214,Bullying,username bilang itu kuin kamu gesek grepe ama lakik orang tidak malu sudah hamil nikah kegatelan janda,"<USERNAME> bilang tu sama kuin lu, jangan gesek grepe ama lakik orng, ga malu apa udh hamil di luar nikah, kegatelan amat jadi janda",1.0
1215,Bullying,username please kamu bela pelakor hukuman si muljem karena sudah tega recut suami sahabat menjalani sanksi sosialnya valakor mesti dibenci karena biar tidak valakor indonesia biar musnah sem,"<USERNAME> please lo jangan bela pelakor,ini semua hukuman untuk si muljem karna uda tega recut suami sahabat sendiri,dia lagi menjalani sanksi sosialnya!! kenapa valakor mesti dibenci?? karna biar ga ada valakor"" lainnya di Indonesia,biar musnah sem",1.0
1216,Bullying,najis muakk menjijikan pelakor jijik,"NAJIS. INI BARU MUAKK, MENJIJIKAN, PELAKOR. JIJIK",1.0
1217,Bullying,semoga pelakor2 kena karma semoga karma yang meninggalkan istrinya yang bwrjuang dengan dari nol tetapi sukses selingkuh sok jadi penguasa istri ya,Semoga pelakor2 kena karma dan semoga dapat karma yg meninggalkan istrinya yg bwrjuang dg dia dr nol tp setelah sukses selingkuh dan sok jd penguasa ke istri ya..,1.0
1218,Bullying,sedih ya sekarang ngamen kawinan orang mantan istri mahhhh pesawat jet bhay pelakor n botakbego,Sedih ya skrg ngamen di kawinan org .. mantan istri mahhhh naik pesawat jet .. bhay pelakor n botakbego ??????,1.0
1219,Bullying,username heeehh kamu pelakornya yaaaakkk ngapa kamu emosi situuu kenal saya kalau berani pakai akun asli pantes pakai akun bodong ngerebut laki orang diem2 keceplosan yak pakai bodong terbahak-bahak gueeee lucu kamu,<USERNAME> heeehh lo pelakornya yaaaakkk??? Ngapa lo jadi emosi??? Situuu kenal gw??? Kalo berani pake akun asli dong. Pantes pake akun bodong! Ngerebut laki orang juga diem2. ?????????? keceplosan yak pake aku bodong. Ngakak gueeee ?????????? lucu lo!,1.0
1220,Bullying,wkwkwkwk sudah tidak laku jadi nyanyi dhajatan si lonte pelakor,Wkwkwkwk udh gak laku lagi jd nyanyi dhajatan si lonte pelakor,1.0
1221,Bullying,username wakakak cerita seperti gituu pembelajaran saja jangan sampai ni swamik swamik pilih pelakor daripada istri hancuuurr bookk tidak bohong deh kere kismin nyungsep memang yang ngatur rezeki itu tuha,"<USERNAME> wakakak banyak lah cerita kyk gituu, buat pembelajaran aja.. jgn sampe ni swamik swamik lebih milih ke pelakor drpd istri pertama. Bakalan hancuuurr bookk ga bohong deh. Bakalan kere bakalan kismin bakalan nyungsep. Emang yg ngatur rezeki tu tuha",1.0
1222,Bullying,cwenya yang bodoh cwonya yang pintar ya memang lakinya kaya macho begitu plus nya kayaknya jago gombal maennya gesit ulala ngakakabis,Ini cwenya yg bego apa cwonya yg pinter ya ?! Emg lakinya kaya ?! Atau macho atau apa gitu plus nya ? Kayanya cuma jago gombal ?? atau maennya gesit ?! Ulala #ngakakabis,1.0
1223,Bullying,username kamu yang bodoh ngapain keluarga depok komen orang yang tidak saja yang hidupnya tidak bahagia yang suka menghujat orang hidup artis ayu berpengaruh kamu memang dasar kamu benci ayu kalau,<USERNAME> lu itu yg bodoh! Ngapain keluarga depok komen org yg gak ada artinya lagi buat mereka??. ..cuma kalian aja yg hidupnya gak bahagia yg suka menghujat orang dan hidup artis ayu terlalu berpengaruh buat lu!!. Emang dasar lu benci ayu..klo,1.0
1224,Bullying,username mah lihat yang main prasangka mirip elu elu haters mirip dukun dukun titisan dajjal sok pintar otak kosong sorry ye saya bala nabi muhammad yang percaya kalau sudah ditunjukkin 4 saksi bukti kalau,<USERNAME> saya mah lihat yg terlihat jelas.. bukan main prasangka kayak elu.elu itu haters kayak dukun...dukun titisan dajjal .. sok Pinter tapi otak kosong?????? sorry ye.. gue bala Nabi Muhammad yg percaya klo udh ditunjukkin 4 saksi Dan bukti.. klo,1.0
1225,Bullying,mata aku sepet baca koment fans ubul empang minggir woy bikin rusuh saja nih jaer amis jijik sumpah enji sama cewek tetap saja bala jaer nyampah bikin ribut,Mata ku sepet baca koment fans ubul empang ..minggir woy bikin rusuh aja nih jaer amis jijik sumpah.soal enji sm cewek lain ttp aja bala jaer nyampah bikin ribut .,1.0
1226,Bullying,sih si enji hartis kah males sekali jijik laki model mah tidak tanggung jwbnya ayu bunting tinggalin anak tidak akuin sekarang anak sudah nongol bilqis cantek eh sampek bini nya ngeposting yang enji kangen anaknya najonggg jijik betoll sudah deh min tidak bahas laki hartis saja tidak panutan yang ambil username,"Ini siapa sih si enji, hartis kah ? Males banget jijik laki model beginian mah gak ada tanggung jwbnya. Ayu bunting di tinggalin anak gak di akuin, skrg anak udh nongol bilqis cantek eh sampek bini nya ngeposting yg seolah enji kangen anaknya. Najonggg jijik betoll.. Dah deh min gak usah di bahas lagi laki macam begini, hartis aja bukan gak ada panutan yg bisa di ambil  <USERNAME>",1.0
1227,Bullying,username bodoh nya pede bicara yang bilang benar bukti saja kaga kelihatan pintar jatohnya bodoh,"<USERNAME> bego nya lagi pede amat ngomong seolah yg dia bilang paling bener, padahal bukti aja kaga ada. Mau keliatan pinter jatohnya bego??",1.0
1228,Bullying,bilang enji ganteng bebas slingkuh bodoh kali ganteng pala kamu bau menyan tidak ada ganteng ganteng nya kebanyakan gaya kek mantan bini depok nya,Yang pada bilang enji ganteng bebas slingkuh bego kali. Ganteng pala lu bau menyan. Gada ganteng ganteng nya. Kebanyakan gaya kek mantan bini depok nya.,1.0
1229,Bullying,sebenarnye cocok enji att gateeeel hahah pantas si tongtong dipertemukan dengan enji sudah hukum alam kalau jodoh cerminan si entong hrsnya bekaca dengan biar sadar tetapi teryata otak 1 m tetap pertahankan jadi sekarang malah guatelnye saja kek enji hah,"Sebenarnye cocok enji sama att, sama sama GATEEEEL hahah pantesan si tongtong dipertemukan dgn enji, udh hukum alam klw jodoh kita cerminan diri kita, nah si entong hrsnya bekaca dgn masa lalu biar sadar tp teryata otak 1 M tetep mau di pertahankan jd skrg mlh menjadi jadi guatelnye, sama aja kek enji, hah",1.0
1230,Bullying,username oalaahhh saja pelakor laki nya juga kegatelan tetapi namanya laki kucing kasih ikan jaer gratis ya tidak tolak wkwkkwkw,"<USERNAME> oalaahhh,, semakin banyak aja pelakor ?? laki nya jg kegatelan, tp namanya laki ibarat kucing di ksh ikan jaer gratis ya kga nolak wkwkkwkw",1.0
1231,Bullying,laki2 ya sis suka pecun2 murahan prempuan baik2 berjilbab atau pintar enji2 downgrade sih pedangdut kelas prempuan berjilbab ehh pilih pecun jeleknya seleramu,"Begitulah laki2 ya sis, lebih suka pecun2 murahan, daripada prempuan baik2 berjilbab ato pintar. Enji2, kok downgrade sih? Dari pedangdut naik kelas prempuan berjilbab ehh milih sama pecun lagi.. jeleknya seleramu",1.0
1232,Bullying,motorninja saja songong mba orang yang mobil lamborgini saja wae,Motorninja aj songong amat mba org yg punya mobil lamborgini aj biasa wae kok ????????,1.0
1233,Bullying,goblok saya nonton berkali kaget,GoBlOk ?????? gua nonton berkali≤ kaget juga ??,1.0
1234,Bullying,tidak usa pakai anjing babi kalau saya balas begitu wkwk,"Ga usa pake anjing, babi!! ?????? kalo gw bls gitu wkwk",1.0
1235,Bullying,oh kemarin menghargai karya orang bilang jelek sekali aduh penganten perempuan nya kekenyangan yah sampai kembung begitu perut nya pepuralugu,Oh ini toh yang kemaren TIDAK MENGHARGAI KARYA ORANG DAN SEENAKNYA BILANG JELEK BANGET... Aduh itu penganten perempuan nya KEKENYANGAN yah... Ampe kembung gitu perut nya... #pepuraLuGU,1.0
1236,Bullying,percaya gimik raffi gigi dan att att peserta keluarga hujad dan anak nya hujad kesini penonton bodohin publik yang kasihan penghujad tidak ayu tidak pesbukers biar ngeluarkn album single artis halan nengri gimik yoo,"Dari awal percaya gimik Raffi gigi dn att...sehingga att peserta keluarga di hujad dn anak ny...di hujad ...semakin kesini penonton semakin di bodohin?? semakin publik tertuju mereka ??????yg kasihan para penghujad ....ga apa"" lah ayu ga ada di pesbukers biar dia ngeluarkn album"" baru single baru setelah para artis halan"" keluar nengri gimik"" apa lagi yoo",1.0
1237,Bullying,kalau benar gimmick bodoh sekali si ayu rating n popularitas berani taruhin harga nilai buruk mata masyarakat,"Kalo bener gimmick, bodoh banget si ayu cuma demi rating n popularitas berani taruhin harga dirinya buat di nilai buruk oleh mata masyarakat ????",1.0
1238,Bullying,susah otaknya diemvang mah bikin rusuh dilapak orang,Susah otaknya diemvang mah bikin rusuh dilapak orang,1.0
1239,Bullying,najiiisss mirip si mba dese tidak begitu ajaaa hahahahaha maling teriak maling ngaca buuuuuk,najiiisss kayak si mba dese ga gitu ajaaa. hahahahaha maling teriak maling. ngaca buuuuuk,1.0
1240,Bullying,username iyak kaa hahahahah geli sangat gasih att ih kampung habis,<USERNAME> IYAK KAA HAHAHAHAH geli bgt gasih sama att ih kampung abis:(((,1.0
1241,Bullying,jogetnya bikin ngakakkk anjirrrr kampungan sekali username username,"JOGETNYA BIKIN NGAKAKKK ANJIRRRR, KAMPUNGAN BANGET??????  <USERNAME>  <USERNAME>",1.0
1242,Bullying,bagus la saya otak tidak mirip kamu malu maluin mak kamu saja tong akun asli pakai itu yang namanya bodoh username,Bagus la gue berarti ada otak gak kayak lu malu maluin mak lu aja tong akun asli di pake tu yg namanya bego!  <USERNAME>,1.0
1243,Bullying,yang bodoh mah elu sih yang kasih contoh buruk anaknya pakai mata kamu memang dugem bawa anak bodoh sih _ jaman sudah texas saya jamin dijaman anaknya juga sudah texas selagi tidak ngerugiin kamu yaudah sewot sekali,"Yg bego mah elu, ibu mana sih yg mau ngasih contoh buruk ke anaknya , pake mata lo, emg ada di dugem bawa anak , bego sih -_- jaman udah texas , dan gue jamin dijaman anaknya jga pasti udh lebih texas . Selagi ga ngerugiin lo yaudah . Sewot banget .",1.0
1244,Bullying,si wanita jahiliyah lesbi sekarang sudah py pacar lagi kasihan anaknya kemarin kasih bencana slnya tega misahin anak dari nya ktakutan anak nya masuk islam padahal bp nya tidak pernah nuntut anaknya memeluk islam sudah kasih nikmat anak 3 orang masih saja begajulan,"Si wanita jahiliyah.. Lesbi , skrg udh py pacar lg. Kasian anaknya. Kmrn di ksh bencana slnya dia tega misahin anak dr bapak nya, dia ktakutan anak nya masuk islam pdhl bp nya g prnh nuntut anaknya memeluk islam. Udh di ksh nikmat anak 3 org, msh aja begajulan.",1.0
1245,Bullying,username saya memang kador artis benar komen kamu tolol sumpah kenal nilai artis hahaha orang indo juga setuju kalau kador artis tetapi celebgram dari kampung kamu tahu bedanya artis dengan selebgra,<USERNAME> gw tanya. Emang kador artis beneran? Komen lo tolol sumpah. Masa harus kenal dia buat nilai dia artis atau bukan. Hahaha semua org indo jg pasti setuju kalo kador bukan artis tp cuma celebgram dr kampung. Lo tau kan bedanya artis dg selebgra,1.0
1246,Bullying,username hahahaaaa terus saya kamu tolol pakai tanya kador bencong tidak belum kenal wkwkwkwkw eh orang juga nilai si kador bencong benar dari gerak gerik melambay suara ngondek pakai baju cewek nyaman cowok itu,<USERNAME> hahahaaaa trs gue tanya. Lo tolol? PAke nanya kador bencong atau ngga padahal blm kenal wkwkwkwkw. Eh semua org jg bisa nilai si kador bencong beneran dr gerak gerik melambay suara ngondek dan pake baju cewek begitu nyaman. Mana ada cowok tu,1.0
1247,Bullying,username maklumin shaaay fans gatis keras otaknya bebel realita juga tidak terima halnya nagita artis sudah dari jaman eh bilang numpang tenar rapi mamad padahal yang jadi si mamad gede y ph n,"<USERNAME> maklumin shaaay... Fans gatis keras itu otaknya bebel, realita seperti apa jg ga bakalan dia terima... Seperti halnya nagita itu artis uda dr jaman dia kecil eh di bilang numpang tenar ke rapi mamad,pdhl kan yg jadiin si mamad gede y PH n",1.0
1248,Bullying,username bee idih najong kamu tag2 orang nimbrung saja kek mujaer kamu tidak terkenal kalau tidak bawa2 nama ayu ting ting sama nagita duh bodoh dipiara kasihan,<USERNAME>.bee idih najong lu tag2 org! Nimbrung aja kek mujaer lo! Dia ga bakal terkenal klo ga bawa2 nama ayu ting ting sm nagita! Duh bego dipiara! Kesian,1.0
1249,Bullying,langsung bilang yang maksud kalau gini namanya munafik,"langsung saja bilang siapa yg di maksud, klu gini namanya MUNAFIK!",1.0
1250,Bullying,jedar memang muka 2 kali di depan di belakang busuk mulutnya kek banci cucoklah 2 banci itu,"Jedar emg muka 2 kali, didepan baik, dibelakang busuk, mulutnya kek banci cucoklah 2 banci tu",1.0
1251,Bullying,amit amit deh orang jahat penjilat pembohong pelakor jijik sekali,AMIT AMIT DEH ORANG JAHAT... PENJILAT PEMBOHONG PELAKOR JIJIK BANGET,1.0
1252,Bullying,wkwkwkwk ya allah ya tuhan aku kenapa orang-orang munafik ni tetapi sok suci mulan jamela ayu ting2 ngikuti jejak a wkwkwk username,"Wkwkwkwk... Ya Allah ya Tuhan ku knp lah org2 munafik ni tp sok suci, mulan jamela kan ayu ting2 ngikuti jejak a bukan? Wkwkwk  <USERNAME>",1.0
1253,Bullying,dulu si pelakor yang sombong karena brhasil mendapatkan si botak sampai mnceraikan bunda maya sekarang hdp nya mkin anjlok bunda maya yang sering jelong2 kluarnegri,"Dlu si pelakor ini yg sombong krn brhasil dapetin si botak smpe mnceraikan bunda maya,skrg hdp ny mkin anjlok malah bunda maya yg sring jelong2 kluarnegri..??????",1.0
1254,Bullying,hahhahaha sesungguhnya allah swt melaknat wanita perebut pezina suami sah oranglain,Hahhahaha dan sesungguhnya allah swt melaknat wanita perebut dan pezina dengan suami sah oranglain ????????,1.0
1255,Bullying,w lina2706 hemmmm capekmiskin sist sekarang balik kere lagi jadi artis juga tidak laku sudah karma itu username dari sirik nyinyirin nyonya tuh bantuin jualan cireng nya tuh cilok nya tuh untunnya liburan monaco bromo terus,"@w.lina2706 hemmmm capekmiskin sist, skrg blik kere lg jd artis jg g laku, dah lah karma tu pasti ada...  <USERNAME> dr pada sirik nyinyirin nyonya, tuh bantuin jualan cireng nya tuh, cilok nya tuh untunnya buat liburan monaco, jangan bromo trus",1.0
1256,Bullying,kepo sama nyonyiah kamu jongos username memang tetehlu pas hamil peak sudah dinikahin brojol anak baru sirih memang lonteeeee kelas akun jamahliur junjungan hehe,Kepo juga sm nyonyiah lu jongos  <USERNAME> emng tetehlu pas hamil peak udeh dinikahin ?? Brojol anak br di sirih EMNG LONTEEEEE kelas akun jamahliur dan junjungan hehe ??????,1.0
1257,Bullying,eh jongos cba saya duluan yang tanya sama kamu memang nyonyiah gembar gembor sudah nikah adakah nyonyiah ngaku sudah nikah dari tetehlu yang lonte perek brojol ngaku nikah siri sama laki nyonyiah hamidun sapeak anak ilegal dibilng fitna keji haha lonte menolak lupa xixix username,"Eh jongos cba gue duluan yg nanya sm lu .. emng nyonyiah ada gembar gembor udah nikah.. adakah nyonyiah ngaku udeh nikah ???? Dr pada tetehlu yg lonte perek itu tiba"" brojol dan ngaku nikah siri sm laki nyonyiah dan hamidun sapeak anak ilegal dibilng FITNA KEJI haha lonte menolak lupa xixix ??????  <USERNAME>",1.0
1258,Bullying,username saya currr ya bunmai sudah nikah tetapi janda janda suami nya rampas mulan jameela menjijikkan sekali ya mulan jameela sebelum rumah tangga bunmai hancur sudah berani bilang dani suami aduha sudah wanita be,"<USERNAME> sini gua jawab currr ya bunmai sdh pernah nikah Tp sekarang janda dia janda karena suami nya di rampas Mulan jameela,menjijikkan banget ya Mulan jameela sblm rmh tangga bunmai hancur sdh berani bilang Dani suami bersama aduha udh wanita be",1.0
1259,Bullying,w lina2706 username lucu saja ya sist lonte bela2 mati2an guoblok pelihara bayar begitu muljamban sampai bikin account username maia nikah belum nikah urusan situ nyinyirnya sirik nya,"@w.lina2706  <USERNAME> lucu aja ya sist, lonte di bela2 mati2an... Guoblok di pelihara, di bayar berapa gt sama muljamban, sampe bikin account  <USERNAME> mau maia nikah atau blm nikah apa urusan situ, kelihatan nyinyirnya sirik nya. Sekarang balik",1.0
1260,Bullying,yaela muljem seperti stu benar saja gag ingat sudah ngrusak kbhagian klwrga orang bodoh di prtahanin y gini,"Yaela muljem kyak stu bner aja. Gag inget apa udh ngrusak kbhagian klwrga org. Bego d prtahanin y gini ini,",1.0
1261,Bullying,lakik suka banci banci kawinin banci jijik,Banyak lakik doyan banci! Jadi banci & kawinin banci.... jijik!,1.0
1262,Bullying,username comment yang lihat berapa pengguna medsos yang bodoh bunyi situ sehat pakai hijab masi nyinyir saja,"<USERNAME> itu comment yg tidak anda lihat, ada brp banyak. Jangan jadi pengguna medsos yg bodoh jangan asal bunyi. Situ sehat pakai hijab masi nyinyir aja??",1.0
1263,Bullying,username malu tuh kerudung kamu sayang ibadah nya sholat saja daripada nyinyirin orang dandanan sudah sok suci mulut nya kaya sampah,"<USERNAME> malu tuh sama kerudung lu sayang, sama ibadah nya. Sholat aja drpd nyinyirin org dandanan udh sok suci mulut nya kaya sampah??",1.0
1264,Bullying,username tolong baca arti dari comment sudah kerdus bodoh lagi bilangin orang tua nya besok kalau masak pakai mecin jadi sudah kerdungab tidak sesuai mulut besok makan salmon kalau tidak besok deliv rumahmu,"<USERNAME> tolong di baca arti dr comment saya, udah kerdus+bodoh lg bilangin org tua nya besok kalo masak jangan pakai mecin, jd udah kerdungab ga sesuai mulut. Besok makan salmon kalo g mampu besok aku tak deliv ke rumahmu .",1.0
1265,Bullying,maaf mukanya jelek attitude nya buruk spesialis plagiat ketauan,"Maaf mukanya jelek terus attitude nya buruk,,spesialis plagiat,,dan ketauan pula ,,,",1.0
1266,Bullying,orang otaknya tidak sekolahin ya resiko sudah upload sosmed ya dapat perbincangan netizen public figure tidak otaknya,"ini orang otaknya ga pernah di sekolahin ya? itu resiko ketika udah upload sesuatu di sosmed, ya pasti bakal dapet perbincangan dari netizen. public figure kok ga ada otaknya.",1.0
1267,Bullying,artis kampungan wkwk,Artis kampungan wkwk,1.0
1268,Bullying,iyaaa saya pacaran sudah nikah tidak senorak eloo tidak risih memang jangan aplod perhatiin followers kamu yang lumayan tar terbawa norak,"Iyaaa gue pernah pacaran? Udah nikah malah, tapi gak seNORAK eloo.. Gak risih emang? Jgn asal aplod, Perhatiin followers lu yg lumayan banyak itu, tar kebawa norak.",1.0
1269,Bullying,y ampun pnyanyi dangdut tenar songong bangt bacotnya ingin cari sensasi kmpungan bangt deh amit amit bool ko di instastory,y ampun pnyanyi dangdut kurang tenar songong bangt BACOTNYA ??pngn nyari sensasi tapi kmpungan bangt deh amit amit bool ko d instastory,1.0
1270,Bullying,waaaaoooo sopan bahasami kelasmu heeeehh yang repot ama hidup kamu siapahh elu live nampilin hal2 tidak yang nggilanikk menjijikkan diliat orang ya pantes dikomen kalau tidak mau dikomen videoin pribadi saja nonton kamu ama keluarga kamu rumah tambah niy ertong yang tidak punya attutude kampungan,Waaaaoooo..sopan sekali.. bahasami menunjukkan kelasmu !!! Heeeehh.. yg repot ama hidup lu siapahh ?? Elu live nampilin hal2 gak penting..yg nggilanikk.. menjijikkan..diliat org banyak.. ya pantes lah dikomen..klo gak mw dikomen videoin pribadi aja.. nonton sendiri lu ama kluarga lu di rmh.. nambah lagi niy ertong yg gak pny attutude!! Kampungan!!,1.0
1271,Bullying,norak sih mirip tidak malunya kalau bilang terserah ya sudah simpan fotonya tidak dibagi kesemua orang dipamer ke mana resikolah dinyinyiri orang insecure sekali kudu ya pamer2 begitu biar orang ngerti kalau si mbaknya sudah py pacar yang dipamer2 pantatnya kampung sangat,"Norak sih,kayak ga ada malunya.kl dia bilang terserah dia,ya udah,simpan fotonya.gak perlu dibagi kesemua orang.lah ini dipamer kemana,resikolah dinyinyiri orang.Insecure banget,kudu ya pamer2 gitu biar semua orang ngerti kl si mbaknya udh py pacar yg bisa dipamer2 pantatnya?Kampung bgt",1.0
1272,Bullying,kok marah sehhh dasar wanita kampungan,Koq marah sehhh???dasar wanita kampungan...??,1.0
1273,Bullying,kampungan artis yang numpang tenar gara2 mukanya katy perry doangö,Kampungan.... Artis yg numpang tenar gara2 mukanya mirip Katy Perry doangÖ,1.0
1274,Bullying,susah kalau artis kampung,Susah kalo artis kampung,1.0
